generation,specimen_id,total_fitness,alive_bonus,joints_at_limits,speed,distance
7,30,492.45000000000005,501.0,-8.549999999999965,0.0,0.0
7,31,440.32000000000005,447.0,-6.679999999999965,0.0,0.0
7,32,131.60999999999999,133.0,-1.390000000000001,0.0,0.0
7,33,113.77,115.0,-1.2300000000000009,0.0,0.0
7,34,174.66,177.0,-2.34,0.0,0.0
7,35,138.67,140.0,-1.3300000000000007,0.0,0.0
7,36,157.98,160.0,-2.020000000000001,0.0,0.0
7,37,153.12,155.0,-1.8800000000000012,0.0,0.0
7,38,234.24,237.0,-2.759999999999995,0.0,0.0
7,39,208.85,211.0,-2.1500000000000004,0.0,0.0
7,40,493.39000000000004,501.0,-7.609999999999948,0.0,0.0
7,41,175.55,178.0,-2.449999999999993,0.0,0.0
7,42,144.28,147.0,-2.72,0.0,0.0
7,43,191.79,196.0,-4.209999999999999,0.0,0.0
7,44,158.96,161.0,-2.040000000000001,0.0,0.0
7,45,368.23,375.0,-6.769999999999968,0.0,0.0
7,46,213.18,216.0,-2.819999999999994,0.0,0.0
7,47,162.95,165.0,-2.050000000000001,0.0,0.0
7,48,229.53,232.0,-2.4699999999999984,0.0,0.0
7,49,188.38,190.0,-1.620000000000001,0.0,0.0
7,,171.01,173.0,-1.9900000000000013,0.0,0.0
7,,148.07,150.0,-1.9300000000000013,0.0,0.0
7,,206.19,210.0,-3.809999999999997,0.0,0.0
7,,151.26,153.0,-1.740000000000001,0.0,0.0
7,,493.21000000000004,501.0,-7.789999999999973,0.0,0.0
7,,295.78000000000003,299.0,-3.2199999999999953,0.0,0.0
7,,493.77000000000004,501.0,-7.229999999999971,0.0,0.0
7,,491.77000000000004,501.0,-9.229999999999958,0.0,0.0
7,,494.15000000000003,501.0,-6.849999999999965,0.0,0.0
7,,323.21000000000004,327.0,-3.7899999999999876,0.0,0.0
7,,418.15000000000003,423.0,-4.849999999999967,0.0,0.0
7,,201.05,203.0,-1.9500000000000015,0.0,0.0
7,,176.75,179.0,-2.2499999999999982,0.0,0.0
7,,348.95,355.0,-6.049999999999984,0.0,0.0
7,,189.51,191.0,-1.490000000000001,0.0,0.0
7,,284.36,288.0,-3.6399999999999917,0.0,0.0
7,,492.45000000000005,501.0,-8.549999999999965,0.0,0.0
7,,290.56,294.0,-3.439999999999999,0.0,0.0
7,,318.2,322.0,-3.7999999999999936,0.0,0.0
7,,494.47,501.0,-6.529999999999944,0.0,0.0
7,,141.14,143.0,-1.8600000000000012,0.0,0.0
7,,170.92,173.0,-2.08,0.0,0.0
7,,418.15000000000003,423.0,-4.849999999999967,0.0,0.0
7,,271.90000000000003,275.0,-3.099999999999994,0.0,0.0
7,,493.56000000000006,501.0,-7.439999999999963,0.0,0.0
8,25,137.1,138.0,-0.9000000000000006,0.0,0.0
8,26,491.57000000000005,501.0,-9.429999999999938,0.0,0.0
8,27,158.35,160.0,-1.650000000000001,0.0,0.0
8,28,162.36,165.0,-2.639999999999997,0.0,0.0
8,29,195.46,198.0,-2.539999999999999,0.0,0.0
8,30,268.94,272.0,-3.0599999999999925,0.0,0.0
8,31,262.04,265.0,-2.9599999999999915,0.0,0.0
8,32,287.69,291.0,-3.309999999999996,0.0,0.0
8,33,332.19,336.0,-3.8099999999999836,0.0,0.0
8,34,124.64,126.0,-1.360000000000001,0.0,0.0
8,35,493.67,501.0,-7.329999999999965,0.0,0.0
8,36,319.88,324.0,-4.119999999999989,0.0,0.0
8,37,215.39000000000001,218.0,-2.609999999999994,0.0,0.0
8,38,299.08000000000004,304.0,-4.91999999999998,0.0,0.0
8,39,305.39,309.0,-3.6099999999999914,0.0,0.0
8,40,180.91,183.0,-2.0899999999999994,0.0,0.0
8,41,492.56000000000006,501.0,-8.439999999999964,0.0,0.0
8,42,255.55,260.0,-4.449999999999996,0.0,0.0
8,43,145.38,147.0,-1.620000000000001,0.0,0.0
8,44,324.81,330.0,-5.189999999999989,0.0,0.0
8,45,130.6,132.0,-1.4000000000000008,0.0,0.0
8,46,227.57000000000002,232.0,-4.429999999999989,0.0,0.0
