generation,specimen_id,total_fitness,alive_bonus,speed,forces
0,0,-3936.993590388482,168.0,-46.84159650707384,-4058.151993881408
0,1,-69367.70799309689,167.0,-43.14052621725372,-69491.56746687964
0,2,-39177.95049068942,309.0,29.45903072191095,-39516.40952141133
0,3,-16275.387923668155,145.0,-41.780428312584945,-16378.60749535557
0,4,-43728.648039737054,145.0,-24.45338291571835,-43849.19465682134
0,5,-10563.758250859788,192.0,28.669641962830987,-10784.42789282262
0,6,-180427.92447661894,218.0,-47.94797840612889,-180597.9764982128
0,7,-109750.03513468147,110.0,-30.252207984592197,-109829.78292669688
0,8,-14851.018611886695,167.0,-46.30097766318448,-14971.71763422351
0,9,-254589.39877918852,161.0,-66.08992455023362,-254684.30885463828
0,10,-55075.314331631016,130.0,-51.30948544316756,-55154.00484618785
0,11,-96542.34606817254,148.0,-48.17492681676229,-96642.17114135578
0,12,-7824.824697792668,176.0,47.89681207375158,-8048.72150986642
0,13,-10641.152626194242,189.0,-49.12751858575211,-10781.02510760849
0,14,-219111.57483402733,162.0,-56.45469253915093,-219217.12014148818
0,15,-28955.295057654323,122.0,-48.73511994522532,-29028.5599377091
0,16,-294155.3001630265,207.0,-60.38454404187355,-294301.9156189846
0,17,-562348.0338189362,153.0,37.28646415574051,-562538.320283092
0,18,-98249.54454273413,174.0,-55.70201568260868,-98367.84252705153
0,19,-57.84676231072362,238.0,-55.80722875049662,-240.039533560227
0,20,-112916.49321026984,141.0,-19.57222307869805,-113037.92098719114
0,21,-21020.191586952686,133.0,-46.09515059316664,-21107.09643635952
0,22,-83514.43546185884,136.0,-46.95265648870575,-83603.48280537013
0,23,55.80651312254152,153.0,-37.35201509366409,-59.84147178379439
0,24,-11670.504242083254,174.0,-54.61753340529255,-11789.886708677961
0,25,-293893.5425822783,164.0,-29.837989617248994,-294027.70459266106
0,26,-46761.45970955922,122.0,-46.42488050228463,-46837.03482905693
0,27,-138524.58190739164,167.0,-55.94305026040677,-138635.63885713124
0,28,-32088.175176476496,145.0,-43.31331355035171,-32189.861862926144
0,29,-79640.92562093333,247.0,6.3772060410805365,-79894.30282697441
0,30,4.893260668805837,166.0,-59.79634818232921,-101.31039114886495
0,31,-28956.717471876214,158.0,-71.66206356670442,-29043.05540830951
0,32,-94522.290107394,186.0,-67.93199695383498,-94640.35811044017
0,33,-1850.7826708161388,147.0,-33.242313493810485,-1964.5403573223282
0,34,-152465.3907665202,151.0,-38.88798205613597,-152577.50278446407
0,35,-54281.18646910574,191.0,8.153772038440906,-54480.340241144186
0,36,-17809.892214823194,175.0,-59.08930347563543,-17925.80291134756
0,37,-69883.24422095943,188.0,-52.492959647016036,-70018.75126131241
0,38,-46087.73313425672,144.0,-48.721262173549434,-46183.01187208317
0,39,-12045.264119554811,163.0,-54.085581557147144,-12154.178537997665
0,40,-136690.67279017184,168.0,-41.91754867315533,-136816.75524149867
0,41,-733.0272359484959,304.0,39.287481570118395,-1076.3147175186143
0,42,-66314.14450974292,163.0,25.91379231209764,-66503.05830205503
0,43,-10905.975311558355,134.0,-36.891319798982096,-11003.083991759373
0,44,-152551.57093641433,134.0,-47.30221502045102,-152638.26872139386
0,45,-928.5597680966227,187.0,-70.44140205154756,-1045.1183660450752
0,46,-1640.8488557209894,87.0,-14.783291508953974,-1713.0655642120355
0,47,-41034.43675104955,258.0,-5.089970051205786,-41287.34678099834
