generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces,distance
0,0,-58.00520227399681,208.5,-38.51343268016234,-15.760978580026325,-156.6200000003994,-55.610791013408765
0,1,1563.0484757960053,1000.0,102.42054161563415,-123.40463900226536,-219.40000000041366,803.4325731830503
0,2,845.7370022218681,502.5,119.14650659207796,-41.64164969776192,-242.4799999996913,508.2121453272435
0,3,-586.6743842686903,931.5,-177.97784635182626,-86.04897780597727,-73.80000000038054,-1180.3475601105063
0,4,522.4173634086771,340.5,88.37234247427514,-32.095972027237806,-119.6799999996635,245.32099296130332
0,5,-418.59994330622067,482.5,-114.33161890742291,-48.98008119256296,-366.47999999971955,-371.3082432065152
0,6,7.0234270890988455,494.5,-98.62138806342331,-52.16872294047041,-20.74000000036854,-315.94646190663894
0,7,304.6537634576905,318.0,80.26338659082991,-26.61123096297166,-268.37999999969725,201.38160782952954
0,8,65.90020889335128,359.5,71.00797429432883,-37.721526389125444,-547.6199999997607,220.73376098790854
0,9,-387.3391404052154,354.5,-62.053441857823834,-29.87065876581804,-520.5399999997545,-129.37503978181903
0,10,-374.80089006953887,686.5,-133.44466165902801,-70.15533403478467,-267.339999999697,-590.3608943760291
0,11,-1152.5101458849963,828.0,-219.50827700288102,-97.43542025071409,-564.5199999997645,-1099.0464486316368
0,12,-261.56770633125643,378.0,-96.5847962276255,-40.34140822396493,-255.38000000042186,-247.26150187924418
0,13,12.06695848588231,265.0,-72.81095486608936,-25.617687717458335,-21.759999999641195,-132.7443989309288
0,14,16.652740557534514,341.0,-51.97028626747488,-35.301050350225154,-128.8799999996655,-108.19592282509996
0,15,958.8386375285825,1000.0,36.939801431447684,-122.15806623759059,-280.2800000004276,324.33690233515296
0,16,-422.62574922127044,429.5,-108.16898487432161,-50.700188472067694,-394.56000000045356,-298.6965758744276
0,17,-899.955104587626,373.0,-49.86964161344204,-35.51206967283041,-1054.999999999876,-132.57339330147755
0,18,-467.74967457367933,527.5,-179.13057966771078,-49.459155949367464,-164.97999999967374,-601.6799389569273
0,19,-303.1054986287228,341.5,-63.83566245844683,-35.037987000203366,-399.62000000045464,-146.1118491696179
0,20,664.2337511479441,1000.0,16.23792890627321,-126.55541157707835,-201.1199999996819,-24.328766181568902
0,21,191.50466126486745,513.0,31.97633288391325,-45.581071734511546,-494.46000000047627,186.569400115942
0,22,600.0049362583811,472.0,58.093163841813805,-42.64432399711067,-143.6999999996689,256.25609641334694
0,23,716.1386805177874,594.0,42.27716255720273,-60.63876568321052,-106.40000000038802,246.90028364418322
0,24,-295.3906226686524,528.5,-136.6130098936805,-49.1285282133133,-205.6600000004106,-432.489084561248
0,25,-42.62904995409249,269.5,13.695879955208786,-19.609002870835834,-346.659999999715,40.44407296124954
0,26,698.9774854351577,534.0,100.26180692184805,-49.1779769475255,-371.47999999972075,485.373655460556
0,27,-385.9753169517627,497.0,-145.30470517042545,-54.32285530908139,-203.02000000040996,-480.32775647184593
0,28,507.4283875630484,404.0,123.89431880299396,-41.818890492039024,-387.2400000004518,408.5929592525452
0,29,-586.6168475345721,324.0,-117.90404821639454,-34.4531182627298,-512.5799999997528,-245.67968105569503
0,30,-418.4273063401425,354.0,-123.84288251881604,-40.86450520433641,-338.52000000044086,-269.19991861654916
0,31,-576.5010608496187,390.5,-84.63046950273271,-43.29637804794261,-619.6000000005048,-219.47421329843866
0,32,-162.219810100998,387.5,-99.90427345855848,-38.2344451642276,-141.57999999966842,-270.0010914785435
0,33,910.7274530531075,567.5,108.21825483567257,-60.72145194269698,-218.32000000041344,514.0506501605453
0,34,-217.18762876919223,414.5,-99.80986840604946,-47.57162022339491,-217.54000000041324,-266.7661401393346
0,35,325.4334523343589,295.0,57.48777936528304,-29.637338864768672,-152.85999999967098,155.4430118335155
0,36,313.43571965952447,598.5,30.80837843708884,-47.28215778391719,-469.84000000047064,201.24949900682344
0,37,243.93720033804465,430.5,61.038192070216496,-45.175149132613555,-449.6399999997385,247.21415740018023
0,38,559.6317329554445,515.0,34.24638400733368,-47.106347625963096,-163.17999999967333,220.67169657374725
0,39,-361.89232626504474,445.5,-121.91366375706703,-46.327123488688144,-317.600000000436,-321.5515390188536
0,40,935.1845454076248,623.0,112.16147254883887,-69.14483376268025,-322.4399999997096,591.6079066211757
0,41,458.73322508031174,459.0,28.834065548737776,-35.43244071270672,-108.49999999966083,114.8316002439415
0,42,535.7935112988412,496.5,5.295021879740356,-50.15939584171595,-75.93999999965345,160.09788526047018
0,43,605.9226848038229,452.0,106.37297215328671,-49.30822110878133,-289.82000000042973,386.6779337597472
0,44,1834.918601167646,909.5,181.27318644097286,-97.77924414632656,-345.38000000044235,1187.3046588734421
0,45,-5.960329239781885,273.5,-37.333419845228484,-23.368313262011156,-153.6399999996711,-65.11859613287115
0,46,70.80877211446256,412.5,-78.18331043074124,-42.2875432046042,-35.1200000003717,-186.10037424982028
0,47,252.15523938334553,706.0,-48.68622888368596,-69.37332339371821,-15.420000000367281,-320.36520833888295
0,48,492.0851985369409,417.0,61.130001393867715,-40.67451694620842,-188.53999999967908,243.16971408896066
0,49,400.7085331274663,838.0,-4.098434163695125,-82.80738679726363,-306.819999999706,-43.56564591186883
0,50,101.6289396260983,288.0,-19.36332212937943,-24.378998383264413,-98.2800000003862,-44.348739860871675
0,51,-317.18036134371994,326.0,-68.09373109140043,-35.20983079106665,-405.1400000004559,-134.73679946079693
0,52,420.4725608738247,351.0,102.66641759428784,-36.393399677831795,-291.42000000043,294.6195429577986
0,53,-695.3697599113372,390.5,-117.41942039048708,-42.317387183692986,-673.340000000517,-252.79295233664018
0,54,-732.3381083066929,377.5,-173.43558180738603,-42.42998502091492,-473.0000000004715,-420.9725414779205
0,55,26.417717157617,257.5,-21.971707994898033,-22.56113466254629,-140.55999999966818,-45.9894401852705
0,56,213.12994639586213,414.5,-27.53460458754409,-38.139129721919645,-44.00000000037383,-91.69631929430032
0,57,-750.669096963219,394.5,-109.72290262288269,-36.90616878402591,-689.1600000005205,-309.38002555578987
0,58,27.376817291228548,254.0,-53.97861059228056,-22.825409024287026,-69.279999999652,-80.53916309255186
0,59,-236.54608158833926,295.5,-114.66188907818119,-30.309952073423343,-178.85999999967686,-208.21424043705787
0,60,871.7676215631909,598.0,79.8756726201744,-54.68265243927647,-50.64000000037536,299.2146013826684
0,61,-617.9858393476933,363.0,-109.00761865213005,-35.387693547741435,-573.6599999997667,-262.93052714805515
0,62,686.6696393333182,582.0,49.851098235783404,-61.05443505323852,-224.26000000041478,340.1329761511881
0,63,-216.75217921634004,347.0,-76.41225351991024,-34.4441613809637,-262.73999999969595,-190.15576431577017
0,64,-524.126713560966,444.5,-106.26941136986875,-43.51688440394079,-495.4399999997488,-323.40041778740766
0,65,-41.14332676678211,320.5,-71.32410152190612,-32.76421923510089,-143.58000000039644,-113.97500600937866
0,66,-151.16914775832458,312.0,-49.38613213146321,-30.645762347373747,-287.000000000429,-96.13725327905861
0,67,444.7376933298066,376.0,43.15132206222897,-32.10940842381292,-81.78000000038244,139.4757796917729
0,68,1244.1614473504735,1000.0,129.9159592278311,-138.2162297139772,-456.5999999997399,709.0617178363595
0,69,-215.30379546326986,346.0,-105.19729448310983,-34.30966900700817,-201.63999999968203,-220.15683197346985
0,70,-813.428260009966,294.5,-92.71108973838962,-28.973141319690637,-827.540000000552,-158.70402895133373
0,71,-962.7539845956136,516.0,-99.48933746982975,-45.02158605992877,-1035.8399999998717,-298.40306106598337
0,72,-388.8806322953619,515.0,-94.50750152224101,-57.79950199565199,-395.8200000004539,-355.753628777015
0,73,711.26160254005,439.5,112.12342095423656,-51.091656540408636,-168.32000000040205,379.04983812662414
0,74,-306.8003236509047,381.0,-122.04186448717606,-38.04270009077958,-233.29999999968933,-294.4157590732598
0,75,-925.6650287755522,548.5,-191.85225063617133,-57.28123616496159,-565.819999999765,-659.2115419746543
0,76,-536.4279968236385,878.0,-201.37611591354923,-95.81269984277299,-109.84000000038873,-1007.3991810669276
0,77,776.3249881080084,624.0,92.2069802564681,-63.570282115956005,-387.68000000045197,511.3682899679483
0,78,-677.8231603405716,336.0,-131.1939026142982,-35.320089742235005,-586.1799999997695,-261.1291679842689
0,79,-66.79713066447982,379.5,-53.23619657224609,-42.05979058883816,-236.97999999969008,-114.02114350370553
0,80,1.6470269833787938,472.5,-67.23481336450384,-47.14361909832363,-125.31999999966474,-231.15454055412897
0,81,919.1917077824099,548.0,99.47516565042237,-46.19332664500773,-65.7800000003787,383.68986877737393
0,82,907.7425567458134,509.0,106.02467502146867,-43.06667289325867,-71.12000000037993,406.9045546179834
0,83,294.95842487950665,405.5,56.97701637503665,-35.316324700146325,-338.49999999971317,206.2977332043295
0,84,-202.06716885670554,591.0,-54.48225060830281,-53.70770726786718,-478.04000000047245,-206.83721098006308
0,85,404.3823040627493,537.5,27.35059163433235,-49.41787896880433,-115.73999999966253,4.689591396883801
0,86,-90.1931036083281,387.5,-63.271401730117105,-45.449004595737506,-213.97999999968488,-154.99269728278864
0,87,91.01584683281703,392.5,-46.41422767358625,-39.2990401994321,-77.73999999965382,-138.03088529451077
0,88,175.92206844645702,472.5,-59.81725023720234,-46.59519096376012,-11.559999999638809,-178.6054903529417
0,89,1577.6777336562182,662.0,209.74834439389315,-65.82776988993658,-171.64000000040284,943.3971591526644
0,90,-421.85922783852845,294.5,-70.4323821837652,-25.8088445504724,-483.6799999997462,-136.43800110454472
0,91,2143.7255432391858,1000.0,163.19230777528148,-123.22267350724556,-92.31999999965724,1196.0759089708072
0,92,-143.88589213984503,459.5,-100.49386993942495,-45.58551057023021,-151.0799999996706,-306.22651163051927
0,93,-12.014498099342404,373.5,-56.918230483576046,-32.84702120113048,-157.24000000039956,-138.50924641423632
0,94,-422.6643794782708,533.0,-165.82406777670863,-50.45991901464644,-151.71999999967065,-587.6603926872451
0,95,-456.17934671912127,349.5,-166.29695393197258,-36.06688684593366,-210.96000000041178,-392.35550594080325
0,96,-363.7798402718631,344.0,-107.35025502323802,-34.37389216575942,-306.85999999970596,-259.1956930831597
0,97,-292.6152273389398,332.0,-84.7773581224598,-34.42765364229882,-320.65999999970916,-184.75021557447204
0,98,598.6892684951397,354.5,93.68918539508837,-36.92642471864594,-80.82000000038214,268.2465078190794
0,99,-252.90574574836543,358.0,-95.15226181058034,-37.76681321887962,-240.28000000041848,-237.70667071848698
0,,-420.7853025651896,417.0,-187.33908459456967,-37.4119271911285,-130.8399999996659,-482.19429077982556
0,,-78.1117313401084,664.0,-98.78156319460436,-76.65141842024511,-173.00000000040316,-393.6787497248558
0,,-228.08506226337136,374.5,-108.97492382174025,-41.367995787271255,-188.1800000004066,-264.06214265395323
0,,10.076945074052134,513.5,-18.790160860643397,-42.969382355373845,-477.4199999997448,35.75648828981414
0,,-648.0550160451235,703.5,-159.92835764226572,-58.509412908442826,-489.93999999974767,-643.1772454946673
0,,359.0778385269426,436.5,3.5864804909979924,-37.26657422004035,-123.82000000039196,80.07793225637694
