generation,specimen_id,total_fitness,alive_bonus,speed,forces
0,0,-9101.325684317626,217.0,-32.9349021836053,-9285.39078213402
0,1,-2294.8523179013832,104.0,-45.66221685699519,-2353.190101044388
0,2,-5295.766138263147,193.0,-39.23506139282351,-5449.531076870323
0,3,-1585.1019869506754,222.0,-68.04408106362744,-1739.0579058870478
0,4,-809.1924152196233,178.0,-53.998733551461406,-933.1936816681618
0,5,-18106.56312925661,198.0,27.328548840940616,-18331.891678097552
0,6,-12.56266521625362,141.0,-51.83846276704916,-101.72420244920447
0,7,-10075.708076603321,117.0,-39.36064548798689,-10153.347431115335
0,8,-141.07123668891145,200.0,20.098707552780436,-361.1699442416919
0,9,-823.4233486548187,222.0,-42.42559715954894,-1002.9977514952698
0,10,-1798.5542123257683,160.0,-33.37458179088979,-1925.1796305348785
0,11,-57430.05127116487,245.0,-47.358337325909154,-57627.69293383896
0,12,-16232.370911928385,177.0,-54.22420606577127,-16355.146705862613
0,13,-1808.9009823538875,204.0,-20.565820810144025,-1992.3351615437434
0,14,-6718.861987955859,217.0,28.958414991688947,-6964.820402947548
0,15,-3443.5387052917013,209.0,-39.20900645806957,-3613.3296988336315
0,16,-2325.062386938462,176.0,-36.532657361973065,-2464.529729576489
0,17,-2601.573659956982,158.0,-66.91314862040875,-2692.660511336573
0,18,-17972.7075016405,100.0,-32.395162604696765,-18040.3123390358
0,19,116.50056753866221,233.0,-68.92291119117218,-47.57652127016561
0,20,-20383.51076017126,164.0,41.69469508064604,-20589.205455251904
0,21,-4914.667826342828,162.0,-47.61404737206146,-5029.053778970767
0,22,-2253.7310790611937,391.0,-45.748192892471494,-2598.982886168722
0,23,78.3391797651435,141.0,-62.24452507866081,-0.41629515619568763
0,24,-692.8244462842156,143.0,24.8907100243254,-860.715156308541
0,25,-2456.4873944838405,200.0,-46.49643607870722,-2609.9909584051334
0,26,-558.4696014404877,176.0,-55.87349063210592,-678.5961108083818
0,27,-6677.350606682961,127.0,-50.75410333532656,-6753.596503347635
0,28,125.1004113495425,181.0,-18.592143715808675,-37.30744493464882
0,29,32.61760210073345,222.0,18.37779256475227,-207.76019046401882
0,30,61.14453408493783,114.0,-50.12241049691267,-2.733055418149494
0,31,-5129.105791606114,209.0,-65.00219163571127,-5273.103599970403
0,32,-620.8264731642503,165.0,-45.13306484925691,-740.6934083149933
0,33,-1768.247855978233,135.0,-43.26574446300688,-1859.982111515226
0,34,-270.0974922743589,209.0,-63.42639969726002,-415.6710925770989
0,35,-6320.2224767129155,125.0,-46.835820291382824,-6398.386656421532
0,36,-1479.699370424675,157.0,-59.66634623402932,-1577.0330241906456
0,37,-46432.58978585796,175.0,48.17944604868398,-46655.76923190665
0,38,-21092.1891305915,150.0,-31.968390749891462,-21210.22073984161
0,39,-898.2341178501802,186.0,-59.51493544643614,-1024.719182403744
0,40,-4348.352636841877,139.0,-43.736467360660036,-4443.616169481217
0,41,-2026.4619965377594,501.0,-37.64526299905517,-2489.8167335387043
0,42,-1622.392178806072,113.0,-26.17262134118603,-1709.219557464886
0,43,-3852.5085831805486,169.0,-58.097365470747405,-3963.4112177098013
0,44,-10281.795207206877,153.0,-71.84412275153795,-10362.951084455339
0,45,-15081.504190309295,152.0,-49.00451371027665,-15184.499676599018
0,46,-1218.8646679612466,148.0,-41.73967368722949,-1325.1249942740171
0,47,-18884.15037716763,132.0,-42.401350033593694,-18973.749027134036
0,48,-6789.748250575027,175.0,-29.014454344205653,-6935.733796230821
0,49,-4669.370762761195,158.0,33.498488327797396,-4860.869251088992
0,,-21036.78758180081,193.0,-23.654603205440967,-21206.13297859537
0,,-13984.895484391376,200.0,-16.004397204073822,-14168.891087187303
0,,-1950.5635929483522,233.0,26.541826073688608,-2210.1054190220407
0,,-2614.652040758877,288.0,-0.22479197882411422,-2902.4272487800527
0,,-535.3864630590125,147.0,-60.184163661022424,-622.20229939799
0,,-15563.535631202241,108.0,-40.10730649490465,-15631.428324707336
0,,-10867.077254669604,191.0,16.72575239472988,-11074.803007064334
0,,63.379289451829756,148.0,-63.691016048745276,-20.929694499424976
0,,-818.5342721289028,130.0,-59.56336364022155,-888.9709084886813
0,,-1556.6322494953745,233.0,-47.01493074659047,-1742.617318748784
0,,-3995.1243199661662,228.0,-49.41800020877199,-4173.706319757394
0,,-4675.958387088995,171.0,15.827951735548428,-4862.786338824543
0,,-703.2467513768586,117.0,-33.981067732999975,-786.2656836438586
0,,-1214.3701700723298,221.0,-64.98474901796212,-1370.3854210543677
0,,243.19790307586996,290.0,-45.23978086945063,-1.562316054679438
0,,-2642.819924402716,209.0,-48.57116074529766,-2803.2487636574183
0,,-3425.3499314532437,188.0,-45.58114087728383,-3567.76879057596
0,,-1615.2045481143964,196.0,36.54763394602264,-1847.752182060419
0,,-100.05156096572166,145.0,-65.61084556934811,-179.44071539637355
0,,-6205.006466738413,501.0,-116.36059365963794,-6589.645873078775
0,,129.738564957273,203.0,10.202651464429186,-83.46408650715618
