generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces,distance
0,0,267.95940728585117,655.5,-97.69533169780848,-55.21725135350172,-8.41999999963807,-226.2080096632005
0,1,-233.038121777892,398.5,-64.8348557290502,-39.085410706198005,-347.3599999997152,-180.25785534292856
0,2,-496.2490880318044,372.0,-166.52513601784543,-43.75940195335485,-251.77999999969344,-406.1845500609107
0,3,717.9902241990559,442.5,107.00928852041734,-36.975062052649456,-172.69999999967547,378.15599773096346
0,4,431.69421559171695,303.5,66.42868963897034,-24.18825292247013,-70.3599999996522,156.31377887486894
0,5,-43.11938726848226,432.5,-88.59334940515052,-50.069378803919285,-78.55999999965402,-258.3966590597584
0,6,1183.579373630239,1000.0,71.66207016281795,-126.02211202387537,-346.8599999997151,584.7994154910112
0,7,-201.13811975263678,432.5,-123.58317752728384,-46.682516761846564,-110.4799999996613,-352.8924254638451
0,8,-31.65084022103727,258.0,-40.193498032860276,-25.42846665439537,-150.90000000039817,-73.12887553338345
0,9,264.0545678511475,428.5,20.57841215807807,-41.42913748662274,-262.22000000042345,118.62529318011559
0,10,-612.4321676984288,432.5,-136.92638044777826,-43.349610143143266,-505.0600000004786,-359.59617710702867
0,11,-244.38402181664628,411.5,-67.08722073733364,-44.89354838720489,-365.7599999997193,-178.1432526923885
0,12,1023.180352231303,676.0,79.1854671074544,-61.25412211349023,-44.65999999964629,373.909007236985
0,13,-275.34769902953093,267.5,-53.75209305895085,-22.800021399600816,-365.34000000044693,-100.95558457053234
0,14,423.6926865986957,382.5,20.458916137049147,-31.543473776635935,-63.67999999965073,115.95724423793322
0,15,-215.30583867121973,365.5,-95.34038179911929,-32.500715121978764,-210.7999999996841,-242.16474175043754
0,16,-1000.010743439489,851.5,-222.08831008664302,-88.03140607996325,-395.51999999972617,-1145.8710272731566
0,17,-615.2370215484791,403.0,-126.72322989749618,-41.96158338172356,-515.0599999997534,-334.492208269506
0,18,-327.0669841199108,531.5,-67.91287643538632,-49.33596630144582,-535.0799999997579,-206.2381413833207
0,19,-47.94880906312507,255.5,-72.97408189306358,-26.037989967275198,-70.85999999965235,-133.57673720313394
0,20,-561.164547467139,596.0,-181.49766646099923,-50.544632618301414,-200.25999999968178,-724.8622483881566
0,21,299.15268996403324,428.5,50.86184992473908,-41.63907025813775,-346.1000000004425,207.52991029787438
0,22,-61.22401791316269,227.0,-36.29006401474276,-18.994564105537286,-179.83999999967713,-53.09938979320551
0,23,-457.1217688605293,385.0,-64.01628101077198,-38.124364979707906,-570.9399999997661,-169.04112287028326
0,24,-240.3460012021162,408.5,-99.00601816438552,-43.562916662130355,-239.24000000041826,-267.03706637518206
0,25,642.6801237006392,599.5,21.183826432036387,-57.666604832402484,-115.77999999966251,195.44290210066782
0,26,-399.11225868294287,792.0,-160.10693441925864,-81.45980563855038,-152.9399999996709,-796.6055186254629
0,27,-566.4220422487867,363.5,-118.71886467818874,-36.695351333440975,-514.1799999997531,-260.32782623740394
0,28,-566.386795445505,810.0,-218.73967989634815,-106.50763068171652,-75.22000000038088,-975.9194848670594
0,29,-471.86451674940156,202.5,-28.950549705021896,-15.548930874625627,-584.6799999997692,-45.185036169984855
0,30,-771.7987192028438,462.0,-167.0802091061334,-41.71994554019085,-547.5400000004882,-477.4585645560314
0,31,740.9633637496195,603.5,33.76603350274377,-55.59071814319651,-78.61999999965411,237.90804838972628
0,32,-667.375734241899,307.0,-99.56501465551284,-31.312006301823097,-630.0000000005072,-213.49871328405578
0,33,-219.27322078119266,327.0,33.78495023029392,-29.12857640374207,-655.980000000513,105.05040539276841
0,34,-127.04425463363272,321.0,-89.86978974144739,-34.53360253669317,-122.44000000039166,-201.2008623551005
0,35,524.2259413916724,392.5,89.81661379459185,-35.826751102618715,-216.94000000041308,294.6760787001124
0,36,225.8554844258136,343.5,13.900244198588776,-27.20066482349034,-182.44000000040523,78.09590505112038
0,37,-144.6807884392383,436.5,-129.3118521011191,-46.66017086567378,-50.300000000375235,-354.90876547207023
