generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces,distance
0,88,-157.7581154570452,71.0,-57.015591668339496,-7.742523788705594,-20.000000000000114,-144.0
0,89,-222.77069441900684,53.0,-41.72983018150547,-6.040864237501253,-120.00000000000011,-108.0
0,90,-193.66929349554064,103.0,-45.9237078797501,-7.745585615790722,-39.999999999999815,-203.0
0,91,-493.45994910816995,45.5,-40.472528823853395,-5.487420284316462,-400.0000000000001,-93.0
0,92,-223.31343814817274,51.0,-43.75032853792191,-6.563109610250678,-120.00000000000014,-104.0
0,93,-350.9427116652666,72.0,-50.968703183710595,-6.974008481555852,-220.00000000000014,-145.0
0,94,-519.2241830405861,59.0,-34.84715433164915,-6.377028708936882,-420.0000000000001,-117.0
0,95,-226.45413834304026,115.0,20.280032293979644,-12.734170637020052,-259.99999999999983,-89.0
0,96,-249.4891950907274,76.0,-44.89685933773931,-6.592335752988301,-119.9999999999998,-154.0
0,97,-453.10521638050807,63.0,-23.639446956635833,-7.465769423872547,-359.99999999999966,-125.0
0,98,-215.17300220732864,65.0,-59.92887390096891,-8.244128306359872,-79.99999999999984,-132.0
0,99,-502.7083574051509,101.0,-49.99485874957679,-9.713498655574341,-339.9999999999997,-204.0
0,,-320.93331249482935,91.5,-57.80474855119646,-9.628563943632713,-160.00000000000014,-185.0
0,,-265.46975562040586,117.5,17.748067572089827,-12.717823192495503,-260.00000000000017,-128.0
0,,-285.2740303727958,73.5,-44.820988206361704,-6.953042166433891,-160.0000000000002,-147.0
0,,-157.3901675385587,53.5,-35.369855097057616,-6.520312441500914,-60.00000000000017,-109.0
0,,-259.4617554519496,77.0,-54.11447532597316,-6.347280125976643,-119.9999999999998,-156.0
0,,-199.02905624426,70.5,-39.23111503024534,-7.297941214014884,-79.99999999999977,-143.0
0,,-337.6059784787011,92.5,12.962135576258717,-10.068114054959727,-320.0000000000001,-113.0
0,,-170.52363927559654,57.5,-44.64299693098859,-6.380642344608092,-59.99999999999986,-117.0
0,,-668.4571166718729,60.0,-60.21187459371161,-6.245242078161286,-540.0,-122.0
0,,-139.18672830257285,77.5,-21.15661333099218,-7.530114971580458,-40.000000000000206,-148.0
0,,-353.48666737381006,68.0,-76.13389493387838,-7.3527724399315275,-200.00000000000017,-138.0
0,,-582.7558918600727,68.0,-66.97850986585092,-5.777381994221608,-440.0000000000001,-138.0
0,,-191.37298693708468,50.0,-34.26396467194213,-5.1090222651427455,-99.9999999999998,-102.0
0,,-137.33971112093937,77.0,-12.87336294636666,-7.466348174572567,-80.00000000000014,-114.0
0,,-256.47850950554323,53.0,-56.29674494461216,-5.181764560930951,-140.00000000000014,-108.0
0,,-246.76188748039118,77.5,-24.554211625960434,-6.707675854430605,-140.00000000000014,-153.0
0,,-560.1332216012836,60.0,-50.834951488930926,-7.298270112352635,-440.0000000000001,-122.0
0,,-262.6678212111335,84.0,-52.173904490328056,-7.493916720805315,-140.00000000000014,-147.0
0,,-528.7310257867676,102.5,19.400133076391878,-10.631158863159504,-540.0,-100.0
0,,-419.09493156683016,45.5,-45.76869203536624,-5.826239531463721,-320.00000000000017,-93.0
0,,-157.9891977077811,59.5,-50.085577869244645,-6.403619838536591,-39.99999999999986,-121.0
0,,-437.054170768415,82.5,11.369835170830243,-7.924005939245607,-479.99999999999966,-43.0
0,,-253.44051018638442,98.0,-45.68999060248586,-9.750519583898411,-100.00000000000014,-196.0
0,,-215.46305013997227,87.5,-31.499229213248704,-7.463820926723429,-120.00000000000014,-144.0
0,,-324.27871427501157,73.5,-43.024659122940015,-5.7540551520714205,-200.00000000000014,-149.0
0,,-361.7216706914502,63.0,-51.10809530289961,-5.6135753885503945,-240.0000000000002,-128.0
0,,-134.6671386705587,57.0,-29.57024095049184,-6.096897720066657,-40.0000000000002,-116.0
0,,-122.78299018871438,47.5,-47.195794403097885,-6.08719578561632,-20.00000000000017,-97.0
0,,-299.1620841009434,52.0,-42.105024416374555,-5.05705968456913,-219.99999999999974,-84.0
0,,-181.08490749032183,54.5,-25.524474707665938,-6.060432782655756,-100.00000000000013,-104.0
0,,-627.933280470624,91.0,-49.085726637456645,-7.847553833167393,-480.0,-182.0
0,,-294.6734335407717,53.0,-33.813536789532115,-5.859896751239454,-200.00000000000014,-108.0
0,,-192.5292906634289,63.5,-41.55324923126585,-5.476041432163235,-79.99999999999982,-129.0
0,,-416.271880472086,98.0,-48.62105890395495,-7.650821568130919,-260.00000000000017,-198.0
0,,-708.8024696753374,82.0,-40.237870731271364,-6.564598944066063,-580.0,-164.0
0,,-362.2448396266893,67.5,-25.50956560694237,-7.235274019746763,-260.00000000000017,-137.0
0,,-432.4919074820206,57.5,-29.271478918038476,-5.720428563982049,-360.0000000000001,-95.0
0,,-302.62882413776896,84.5,-47.40683031693822,-8.72199382083057,-160.00000000000017,-171.0
0,,-418.73031637469217,99.0,-50.54457032388061,-9.185746050811801,-259.9999999999997,-198.0
0,,-516.8446621466829,69.5,-59.73270172116088,-5.6119604255218825,-380.00000000000017,-141.0
0,,-237.53657832198974,74.0,-57.60964456167065,-5.926933760318861,-120.00000000000021,-128.0
0,,-552.1732719698135,127.0,-50.42579446305215,-12.747477506761223,-360.00000000000017,-256.0
0,,-563.0700717802004,79.5,-37.06024347314991,-6.509828307050459,-440.0,-159.0
0,,-252.53203709844453,59.5,-24.41024793140565,-6.621789167038733,-160.00000000000014,-121.0
0,,-139.6142314218293,59.5,-52.330950263330294,-5.783281158499139,-19.999999999999854,-121.0
0,,-449.4101036646548,72.5,-35.46913583835203,-6.440967826302658,-340.0000000000001,-140.0
0,,-243.72532532940033,84.5,-48.934461970292375,-9.290863359107782,-100.00000000000018,-170.0
0,,-216.09770469181242,61.5,-65.25446775101412,-7.343236940798168,-80.00000000000014,-125.0
0,,-577.7397907643315,59.0,-32.758320385330705,-5.981470379001065,-499.99999999999966,-98.0
0,,-111.22664961554622,69.5,-8.410096939595853,-7.316552675950211,-60.00000000000015,-105.0
0,,-401.72947130416844,68.0,-45.682146655809504,-7.047324648358827,-280.0000000000001,-137.0
0,,-232.4440054213719,52.5,-51.56963573483164,-6.374369686540456,-119.9999999999998,-107.0
0,,-240.49655753612342,58.0,-37.00974034237484,-5.486817193748824,-159.99999999999974,-96.0
0,,-209.36078242634053,71.5,-48.770608839673336,-7.090173586667035,-80.00000000000017,-145.0
0,,-171.25371430834508,48.5,-35.77510901898849,-4.978605289356386,-80.00000000000021,-99.0
0,,-138.87257747158947,97.0,7.876190969577256,-8.748768441166519,-160.0000000000002,-75.0
0,,-409.54935370048537,62.0,-59.06003849568613,-6.489315204799458,-279.9999999999998,-126.0
0,,-186.81877589388077,54.0,-25.220831469671115,-5.597944424209851,-99.9999999999998,-110.0
0,,-169.32454672030482,73.5,-45.97850375975163,-7.84604296055298,-40.000000000000206,-149.0
0,,-144.81871335841876,48.5,-48.123805315931165,-6.19490804248738,-40.00000000000023,-99.0
0,,-239.82046598151803,79.5,-50.22112619217176,-8.099339789346125,-100.00000000000014,-161.0
0,,-450.6818976024384,49.0,-21.10377557444183,-5.578122027996441,-380.00000000000017,-93.0
0,,-467.4772161213704,53.5,-46.69969958364344,-5.277516537726867,-360.0000000000001,-109.0
0,,-343.60519616159706,49.5,-45.66051166250867,-6.444684499088229,-240.00000000000014,-101.0
0,,-228.06232369608674,51.0,-31.536693844436215,-5.525629851650334,-160.0000000000002,-82.0
0,,-218.88770102351558,71.5,-58.70142905276019,-6.686271970755623,-79.99999999999976,-145.0
0,,-581.3148470932099,144.5,-91.97741465972251,-23.83743243348759,-319.9999999999998,-290.0
0,,-555.5157351835303,61.5,-46.12961333237271,-5.886121851157614,-440.0,-125.0
0,,-195.56297845192523,72.5,-54.00041934188978,-7.062559110035294,-60.00000000000014,-147.0
0,,-288.69823785394294,54.5,-46.78117234538864,-5.417065508554474,-179.9999999999998,-111.0
0,,-149.84701158983074,50.5,-32.24961593913637,-5.097395650694178,-60.000000000000185,-103.0
0,,-248.95931861602034,52.5,-28.460848384890472,-5.998470231130089,-159.99999999999977,-107.0
0,,-121.87857907122273,57.0,-39.517295472377704,-5.361283598844855,-40.00000000000017,-94.0
0,,-137.02543471833388,61.0,-48.52150670435822,-5.503928013975503,-20.00000000000016,-124.0
0,,-216.53200742549748,75.5,-52.93328016751905,-7.098727257978306,-80.00000000000013,-152.0
0,,-458.70594441630556,75.5,-37.5658081086865,-8.640136307619297,-339.9999999999998,-148.0
0,,-267.95489609099843,91.5,-10.2599052672513,-8.194990823747013,-220.00000000000014,-121.0
0,,-248.67649300191974,66.5,-19.541776082747518,-6.6347169191724,-179.99999999999983,-109.0
0,,-467.4415140248622,57.0,-62.07284080421809,-6.368673220644327,-339.9999999999998,-116.0
0,,-346.976402811472,78.0,-58.885073817512136,-8.091328993960039,-199.99999999999983,-158.0
0,,-131.30367401002852,58.5,-45.25080748288246,-5.552866527145871,-20.000000000000195,-119.0
0,,-213.45197046534196,71.0,-38.60763745125521,-6.844333014086603,-120.00000000000014,-119.0
0,,-285.4416254876875,97.5,-58.77180130429187,-9.169824183395503,-120.0000000000001,-195.0
0,,-197.14834759873747,172.0,-0.4407916675456498,-15.707555931191706,-180.0000000000001,-173.0
0,,-482.5150390629762,55.0,-42.829972369741995,-4.685066693234439,-399.9999999999998,-90.0
0,,-566.2054166846731,81.5,-43.06118804603366,-8.644228638639369,-440.0000000000001,-156.0
0,,-224.70446864536743,98.0,-38.71442836643728,-7.990040278929947,-80.0000000000002,-196.0
0,,-268.06687459710963,121.5,44.20446735852296,-12.771341955632487,-340.0000000000001,-81.0
0,,-635.9125602545821,75.5,-35.11317653259571,-8.299383721986732,-539.9999999999997,-128.0
0,,-105.37469259879728,107.5,55.79456336491543,-13.669255963712603,-200.0000000000001,-55.0
0,,-283.08330915223974,72.0,-62.270438782225035,-6.812870370014933,-139.99999999999977,-146.0
0,,-600.2681462407473,60.0,-52.45800324161391,-5.810142999133448,-480.0,-122.0
0,,-447.9509475189333,80.5,-38.55345922714604,-6.897488291787438,-319.9999999999998,-163.0
0,,-201.96089025360686,69.5,-63.45301603611192,-7.0078742174947894,-60.00000000000015,-141.0
0,,-275.8377377640087,61.0,-66.11685250948592,-6.720885254522964,-139.99999999999977,-124.0
1,5,-452.7219643789386,54.0,-51.42829029026121,-5.293674088677627,-339.9999999999998,-110.0
1,6,-264.0116239328282,78.0,-35.813676780178156,-8.197947152649853,-140.00000000000017,-158.0
1,7,-527.3491828474757,75.0,-44.76093604296291,-7.5882468045127585,-400.0000000000001,-150.0
1,8,-181.61055270749006,46.5,-47.310047389565085,-5.800505317924784,-80.0000000000002,-95.0
1,9,-663.2548098176738,58.5,-55.53450459021789,-7.220305227455983,-540.0,-119.0
1,10,-188.1846193695119,67.0,-51.7417727399631,-7.442846629548981,-59.9999999999998,-136.0
1,11,-331.0978044352149,66.0,-40.97102582237488,-7.126778612839895,-240.00000000000014,-109.0
1,12,-212.31029768597233,58.5,-45.257819762182855,-6.552477923789632,-99.99999999999983,-119.0
1,13,-200.66980868202648,57.0,-38.29334720669903,-6.376461475327314,-120.00000000000014,-93.0
1,14,-77.93766076245299,66.5,-26.80492737723253,-7.63273338522033,-1.3642420526593926e-13,-110.0
1,15,-325.7105683880707,57.0,-9.996324648403366,-6.714243739667645,-279.9999999999997,-86.0
1,16,-143.0488216934279,66.0,-15.850703630296836,-6.198118063131226,-79.99999999999983,-107.0
1,17,-93.47509526900001,50.5,-35.71689559583085,-5.258199673168922,-2.330580173293129e-13,-103.0
1,18,-458.49022180118175,82.5,-12.641846466628714,-7.3483753345532605,-379.9999999999998,-141.0
1,19,-257.4913679321004,53.0,-56.77359685700197,-5.717771075098303,-140.00000000000014,-108.0
1,20,-400.86422158304316,81.0,-50.206833291379496,-7.657388291663547,-260.0000000000001,-164.0
1,21,-373.3166219146872,95.0,-18.246127576816313,-8.070494337870713,-280.0000000000001,-162.0
1,22,-99.56937905677684,69.0,-7.434074440229056,-6.135304616547961,-39.99999999999982,-115.0
1,23,-129.47864944691273,64.0,-38.64735959393659,-5.83128985297596,-40.000000000000185,-109.0
1,24,-161.147266023964,80.5,-37.72466752256987,-6.922598501394266,-39.99999999999986,-157.0
1,25,-646.0075488691,96.5,-58.21597428033276,-9.291574588767173,-480.0,-195.0
1,26,-568.0996775287156,75.5,-44.275093916075086,-6.324583612640373,-440.0000000000001,-153.0
1,27,-135.50816555549176,87.0,-38.887068477249095,-9.621097078242473,-2.0463630789890886e-13,-174.0
1,28,-59.82503558962799,156.0,24.89093582578821,-14.715971415416055,-120.00000000000014,-106.0
1,29,-589.3802223192386,68.0,-32.186546925039224,-7.193675394199254,-480.0000000000001,-138.0
1,30,-384.9316285629388,71.5,-65.52874104167721,-5.902887521261435,-240.00000000000014,-145.0
1,31,-172.65675116519023,55.0,-29.649160643208113,-6.007590521982293,-79.99999999999983,-112.0
1,32,-275.84385061343767,46.0,-42.16685928292391,-5.676991330513611,-180.00000000000017,-94.0
1,33,-142.86714368571853,77.5,-55.50214899912814,-7.864994686590223,-1.5916157281026246e-13,-157.0
1,34,-417.64163108764933,59.0,-30.546687528748475,-6.094943558900694,-320.00000000000017,-120.0
1,35,-271.715161138526,58.0,-30.657382996344975,-6.0577781421812515,-199.99999999999977,-93.0
1,36,-470.8361359429128,59.0,-43.05044896606775,-6.785686976845287,-359.9999999999998,-120.0
1,37,-330.87895249476225,87.5,-35.7141051241038,-7.664847370658298,-220.00000000000014,-155.0
1,38,-245.55507379652067,101.0,-59.70487512155527,-7.850198674965609,-99.99999999999979,-179.0
1,39,-254.18821893628206,81.5,-42.63872789955043,-9.049491036731407,-120.00000000000021,-164.0
1,40,-462.26566949464154,104.0,-21.934236236078178,-8.331433258563575,-359.9999999999998,-176.0
1,41,-187.6983258115241,57.5,-24.834645017421707,-5.36368079410262,-119.99999999999976,-95.0
1,42,-297.96784292104047,82.5,-47.30167876863195,-8.166164152408646,-159.99999999999986,-165.0
1,43,-338.5322571298533,138.0,-50.635953016268026,-13.896304113585536,-159.99999999999977,-252.0
1,44,-164.42653274964522,61.0,-38.26330788515398,-7.163224864491063,-80.00000000000018,-100.0
1,45,-540.8289237908003,58.5,-56.85479722750747,-5.474126563292751,-440.0000000000001,-97.0
1,46,-277.0891946028062,66.5,-30.55253286772493,-5.036661735081152,-200.0000000000001,-108.0
1,47,-259.421494722768,70.0,-17.99445185501351,-8.427042867754366,-200.00000000000014,-103.0
1,48,-330.8723688913249,60.0,-22.293360764479104,-6.579008126845671,-240.00000000000014,-122.0
1,49,-129.47379002238807,59.5,-24.172731086221255,-5.801058936167009,-59.9999999999998,-99.0
1,50,-231.62585559979738,69.5,-54.503823890023355,-5.622031709774187,-99.99999999999983,-141.0
1,51,-337.4166189279126,106.5,25.683020859575503,-11.599639787488028,-360.0000000000001,-98.0
1,52,-149.9932940211863,60.5,-60.77262548380188,-6.720668537384224,-20.000000000000195,-123.0
1,53,-177.27254556110978,77.5,-34.875993502071395,-6.896552059038597,-99.99999999999979,-113.0
1,54,-126.33746089497512,52.5,-10.719106172857565,-5.11835472211741,-80.00000000000014,-83.0
1,55,-426.2307100715141,77.5,-78.53266941906362,-8.19804065245078,-259.9999999999997,-157.0
1,56,-451.5836338948934,66.5,-36.15396127784659,-6.929672617046686,-340.0000000000001,-135.0
1,57,-285.1288851101102,79.5,-58.19737214721612,-7.431512962893967,-160.00000000000014,-139.0
1,58,-143.52674621822797,115.0,12.330574616320021,-12.857320834547796,-120.00000000000018,-138.0
1,59,-545.6777206927335,47.0,-31.963101203856155,-4.714619488877477,-459.99999999999983,-96.0
1,60,-158.9795653091422,119.0,-5.646119613002116,-11.333445696140329,-119.99999999999976,-141.0
1,61,-557.5312455154692,115.0,-38.30306257890341,-10.228182936565664,-420.0000000000001,-204.0
1,62,-227.3046856626217,78.5,-19.787318451003024,-7.017367211618535,-120.00000000000014,-159.0
1,63,-137.03474700846948,54.5,-53.61959197993562,-6.915155028534028,-19.999999999999847,-111.0
1,64,-203.04940434680253,48.0,-46.90357745496866,-6.145826891833712,-100.00000000000014,-98.0
1,65,-570.8784949045653,58.5,-29.467083029570226,-5.911411874995139,-480.0,-114.0
1,66,-202.14316816473652,82.5,-51.79010180854095,-6.853066356195429,-60.00000000000014,-166.0
1,67,-345.06523887830906,48.5,-48.985283692713296,-5.579955185595953,-239.99999999999977,-99.0
1,68,-425.7895353674473,82.5,-34.36217131622581,-6.927364051221777,-299.9999999999997,-167.0
1,69,-106.23834101352719,49.5,-31.159002377730776,-5.579338635796237,-40.00000000000017,-79.0
1,70,-253.17386985148056,62.5,-46.04527634038649,-5.628593511094278,-159.9999999999998,-104.0
1,71,-229.1284807094571,67.5,-32.50095725641743,-7.1275234530398395,-119.99999999999983,-137.0
1,72,-575.9906110422326,85.0,-41.67925304255425,-7.311357999678231,-440.0000000000001,-172.0
1,73,-359.83262039168983,83.0,-49.07176534249572,-6.7608550491939345,-220.00000000000014,-167.0
1,74,-406.73321257586844,61.0,-56.76312458120324,-6.970087994665024,-280.00000000000017,-124.0
1,75,-407.400806875223,76.0,-61.859799073137474,-7.54100780208578,-259.9999999999998,-154.0
1,76,-345.6893407976674,57.0,-39.7766966794516,-6.912644118215657,-240.00000000000014,-116.0
1,77,-124.98549217394869,59.0,-40.293723693248694,-5.691768480700184,-39.99999999999981,-98.0
1,78,-257.8995844547959,56.0,-53.356664721416756,-6.542919733378983,-140.0000000000002,-114.0
1,79,-567.3490183732035,71.0,-48.62228591879428,-6.726732454409323,-440.0,-143.0
1,80,-249.15094020134458,86.0,22.71093412627123,-7.861874327616099,-299.9999999999997,-50.0
1,81,-367.9330528302054,124.0,-15.21400905783101,-11.71904377237428,-300.0000000000001,-165.0
1,82,-181.24932625631277,68.5,-32.903233457313625,-5.846092798999331,-99.99999999999982,-111.0
1,83,-378.73256665055396,72.0,-56.57053176227806,-8.162034888276136,-239.99999999999977,-146.0
1,84,-264.0008385532693,60.0,-17.726834792862125,-6.274003760406973,-200.0000000000002,-100.0
1,85,-146.82433637529698,123.5,-4.105689321683677,-13.218647053613477,-79.9999999999998,-173.0
1,86,-165.9063350560283,94.0,-46.74018826802046,-8.16614678800774,-40.000000000000114,-165.0
1,87,-465.93317515108555,94.0,-44.64076547118857,-7.292409679896801,-320.00000000000017,-188.0
1,88,-126.06827547218907,73.5,-2.1614752182471744,-6.406800253941728,-100.00000000000017,-91.0
1,89,-364.8468250261057,95.5,-46.64862609015358,-8.698198935952014,-240.0000000000001,-165.0
1,90,-329.91146879018777,60.0,-43.68670811751107,-7.224760672676554,-220.0000000000001,-119.0
1,91,-175.20234417000157,108.5,-36.73202409900834,-9.970320070993408,-19.99999999999982,-217.0
1,92,-432.3762133748539,57.5,-29.589655601470163,-5.2865577733835885,-360.0000000000001,-95.0
1,93,-578.8925953710024,118.0,-26.691734556508877,-8.200860814493335,-480.0000000000001,-182.0
1,94,33.18567542213319,170.5,61.53895712140701,-22.85328169927404,-39.99999999999977,-136.0
1,95,-207.753357430961,81.0,-37.772358232210664,-6.980999198750145,-80.00000000000017,-164.0
