generation,specimen_id,total_fitness,alive_bonus,speed,forces
2,,-325174.6277692511,154.0,-56.416991472205716,-325272.21077777894
2,,-8069.495471910156,238.0,14.722452429591518,-8322.217924339748
2,,-1032150.2620617826,203.0,-31.186249045132325,-1032322.0758127375
2,,-73528.20670877967,114.0,-34.524068145149805,-73607.68264063452
2,,-1687849.5299256095,143.0,-40.829014791955565,-1687951.7009108176
2,,-128265.45288908837,196.0,-56.384973231059526,-128405.0679158573
2,,-10.396189238103744,196.0,24.05453118648411,-230.45072042458784
2,,125.75928916992804,158.0,-30.600215131244518,-1.6404956988274553
2,,-1796296.8381362709,171.0,49.382214474298806,-1796517.2203507451
2,,-211586.80208289318,176.0,-38.45127048522154,-211724.35081240797
2,,-33506.0533753961,165.0,-33.10009293674494,-33637.953282459355
3,25,-3977151.3491134136,187.0,-50.61982937803677,-3977287.7292840355
3,26,-12252.31850270013,162.0,-43.68520350330836,-12370.633299196821
3,27,-98637.6102620489,175.0,-27.26130307542019,-98785.34895897348
3,28,-43386.11830050729,149.0,-53.911716878823846,-43481.20658362847
3,29,-788447.8923572549,162.0,-57.29784592770001,-788552.5945113272
3,30,-8246.09412797552,154.0,-23.702254404009796,-8376.39187357151
3,31,-1941789.187588238,170.0,-55.666447978289206,-1941903.5211402597
3,32,-48959.129483820696,230.0,29.082550415250072,-49218.21203423595
3,33,-172686.03116469126,105.0,-37.41253127628905,-172753.61863341497
3,34,-230976.4005628434,120.0,-28.034377632125004,-231068.36618521126
3,35,-2071129.750709542,195.0,41.201304108224726,-2071365.9520136502
3,36,-44582.3079370689,191.0,30.902907732028982,-44804.21084480093
3,37,-383529.75674744364,167.0,-52.480506484109235,-383644.27624095953
3,38,-1791769.4772463618,182.0,-45.857419659580344,-1791905.6198267022
3,39,-1285475.529353283,179.0,-54.15250814499861,-1285600.3768451381
3,40,-277185.8970407692,225.0,24.55091667010102,-277435.44795743935
3,41,-2282390.1213356634,212.0,-58.741121692701164,-2282543.380213971
3,42,-16048.077638217832,142.0,-51.58542035986527,-16138.492217857967
3,43,-476092.13241862477,129.0,-18.87427831689426,-476202.25814030785
3,44,-8288.129540973356,265.0,-29.020401344188116,-8524.109139629167
3,45,-27596.69891148724,212.0,2.9609045514941137,-27811.659816038737
3,46,-72660.48682272511,248.0,42.88276760649213,-72951.36959033161
3,47,-1095.6553172606978,200.0,38.79544178397475,-1334.4507590446724
3,48,-1067002.5852093992,174.0,-48.21067949520095,-1067128.374529904
3,49,-528522.8204061551,107.0,-17.977222624725737,-528611.8431835304
3,,-389221.83246746054,201.0,33.52695300615574,-389456.3594204667
3,,-175247.706038644,222.0,-47.658179988535935,-175422.04785865548
3,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
3,,-272783.2129239788,134.0,-19.623338537289133,-272897.5895854415
3,,-483477.51120191783,162.0,-31.081599140331235,-483608.4296027775
3,,-2357790.851508017,128.0,-22.59141506626086,-2357896.260092951
3,,-22395.486172081757,142.0,-32.482853912315306,-22505.00331816944
3,,-1276204.1420788039,111.0,-38.70389767933863,-1276276.4381811246
3,,-153083.29111029374,126.0,-17.680507993038333,-153191.6106023007
3,,-271934.5844123354,125.0,-32.25193672875111,-272027.33247560664
3,,-278916.49377624126,143.0,35.834615608164825,-279095.3283918494
3,,-375556.3790228872,225.0,-54.040616356082,-375727.33840653114
3,,-548045.6084602962,209.0,-47.602341343988044,-548207.0061189522
3,,-774092.2786077469,280.0,-5.415518146465375,-774366.8630896005
3,,-625976.8070661542,152.0,49.32006487112266,-626178.1271310253
3,,-7260.950273460505,151.0,-9.374325636989019,-7402.575947823516
3,,-2870352.603325302,134.0,-37.12424598152273,-2870449.47907932
3,,-368316.46757051646,194.0,17.02286292445709,-368527.4904334409
3,,-299354.2439040696,329.0,-0.6277609648119524,-299682.6161431048
3,,-559936.0018025517,181.0,-53.057764196765774,-560063.9440383549
3,,-19704.75803247454,220.0,32.13633948922384,-19956.894371963765
3,,-209881.58080850492,215.0,34.28732695360294,-210130.86813545853
3,,-217115.87807147022,250.0,50.95233667207101,-217416.8304081423
3,,-405019.1011021263,156.0,26.620073494452214,-405201.72117562074
3,,-85980.66690154104,237.0,-39.99219056806589,-86177.67471097298
4,25,-10887.76710430594,156.0,29.218844297280533,-11072.98594860322
4,26,-2756373.452040334,174.0,-53.635369245080646,-2756493.8166710893
4,27,-102813.89418583404,147.0,-35.43245986332254,-102925.46172597072
4,28,-656123.8340904618,232.0,-15.773120819494208,-656340.0609696424
4,29,-543739.0237277355,117.0,-13.52258915887584,-543842.5011385767
4,30,-252783.4976574805,195.0,-16.92573922233534,-252961.57191825818
4,31,-4377.549532650392,155.0,-52.229384608131994,-4480.32014804226
4,32,-423474.233088618,135.0,-34.76652545951261,-423574.4665631585
4,33,-2121453.1693193954,146.0,-19.570781749860497,-2121579.598537646
4,34,-417393.127084427,127.0,-31.905864960462,-417488.22121946653
4,35,-2360829.438487902,121.0,29.967219790594392,-2360980.4057076923
4,36,-9637.566902466995,154.0,-49.254903261822264,-9742.311999205172
4,37,-171436.54590146034,180.0,-41.28971424065791,-171575.2561872197
4,38,-3590636.88995986,147.0,-35.30422256645323,-3590748.5857372936
4,39,120.88113343565576,116.0,25.301087204969253,-20.419953769313505
4,40,-413020.32152099593,164.0,-22.238650947593072,-413162.08287004835
4,41,-314448.51183912024,137.0,-56.34757467419962,-314529.16426444607
4,42,-29.671551919157025,245.0,13.050543231693565,-287.7220951508506
4,43,-352547.6317399115,175.0,47.49643725730899,-352770.12817716884
4,44,-1274988.0128309745,157.0,-54.267793459965844,-1275090.7450375145
4,45,-3470187.661723648,153.0,-46.77691459399377,-3470293.8848090544
4,46,-20277.450374937875,212.0,-41.20103448889912,-20448.249340448976
4,47,-2580779.5052027814,181.0,-44.952610709001654,-2580915.5525920726
4,48,-1012855.0797885478,275.0,45.870713461865805,-1013175.9505020097
4,49,-1122507.3869262799,187.0,-37.41642210703325,-1122656.9705041728
4,,-322233.24918848404,141.0,-15.191744775554296,-322359.0574437085
4,,-1649775.265567592,126.0,-30.559950790556073,-1649870.7056168015
4,,-521322.0919342235,139.0,-33.416420792972296,-521427.6755134305
4,,-30802.109344335797,152.0,-25.80060331520448,-30928.30874102059
4,,-860378.0476101192,168.0,23.60422543346092,-860569.6518355526
4,,-369213.50250135467,162.0,-32.25369846858157,-369343.2488028861
4,,-947277.2289502306,186.0,-27.187197712805872,-947436.0417525178
4,,-2290.8724108014726,177.0,-36.21904009390436,-2431.6533707075682
4,,-1234486.1744289773,205.0,-11.484252490561397,-1234679.6901764867
4,,-96012.68036446854,298.0,-30.161022177155292,-96280.51934229139
4,,-19745.3191932682,109.0,-27.421279981589354,-19826.897913286608
4,,-64658.01804950157,177.0,-17.606131442252234,-64817.41191805931
4,,-545581.8322070152,175.0,-44.83522048769515,-545711.9969865276
4,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
4,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
4,,-28323.929817388438,161.0,-22.628929213188037,-28462.30088817525
4,,-2532441.303685089,174.0,-49.762653509131106,-2532565.54103158
4,,-1326644.3968028615,250.0,-35.16188653197932,-1326859.2349163294
4,,-99978.00489498419,176.0,45.06478679150941,-100199.0696817757
4,,-84006.580159428,157.0,-56.993406011546725,-84106.58675341646
4,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
4,,-2449697.858094011,152.0,-35.44582556808082,-2449814.412268443
4,,-1661925.0110469798,180.0,-52.9423818998606,-1662052.06866508
4,,-117267.47905456605,175.0,-37.09414024815068,-117405.3849143179
4,,-287883.370624857,100.0,-20.536918044271637,-287962.83370681276
5,25,-2617.3578305207275,168.0,-34.845255343666224,-2750.512575177061
5,26,-1324.816222996729,224.0,-41.59807265481367,-1507.2181503419154
5,27,-1174453.5401758286,102.0,-14.720372073467844,-1174540.8198037553
5,28,-1463356.6799246096,172.0,-70.96295127610506,-1463457.7169733334
5,29,-231779.88776516193,170.0,36.64494051642307,-231986.53270567834
5,30,-2039461.8328710457,300.0,20.415652918776026,-2039782.2485239645
5,31,-420968.0846133966,292.0,61.8548528856125,-421321.9394662822
5,32,-253348.3360123258,171.0,-37.76562099667484,-253481.57039132912
5,33,-1864060.9078568204,158.0,25.900749456002874,-1864244.8086062763
5,34,-182442.5471188386,252.0,19.21000334100794,-182713.7571221796
5,35,-25009.609670672027,178.0,-59.71446685238107,-25127.895203819648
5,36,63.041435677692746,164.0,-33.05428730426848,-67.90427701803877
5,37,-308830.7051028257,141.0,-35.63875543848429,-308936.0663473872
5,38,-766843.5029645313,133.0,-33.71969458061619,-766942.7832699507
5,39,-1574498.3018920396,155.0,-34.13500295313287,-1574619.1668890864
5,40,-237454.2484765967,265.0,-26.24531466423268,-237693.00316193246
5,41,-393442.4148200331,200.0,35.0880167382095,-393677.5028367713
5,42,-687928.0391466942,250.0,-15.25173299039048,-688162.7874137039
5,43,-12134.121300064506,157.0,40.16561043544688,-12331.286910499952
5,44,-324531.49282074795,163.0,-61.057600306631926,-324633.4352204413
5,45,-177189.01335450794,101.0,-28.03744750371748,-177261.97590700423
5,46,-543985.7094951438,134.0,-35.787134875316596,-544083.9223602685
5,47,-18280.624505029242,222.0,-31.984382113404813,-18470.640122915836
5,48,-2600250.817659255,160.0,-34.15416512470238,-2600376.6634941306
5,49,-3950967.5468407776,122.0,-23.31594427853091,-3951066.230896499
5,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
5,,-1390219.4297024154,99.0,-22.002255866372142,-1390296.427446549
5,,-858210.2951851396,128.0,-53.09642087043723,-858285.1987642692
5,,-621543.4638136724,180.0,-25.680077948337317,-621697.783735724
5,,-376258.81402684393,163.0,-47.121865418211435,-376374.6921614257
5,,-556.2665781573791,234.0,-53.10166712008904,-737.16491103729
5,,-14009.904594462565,177.0,48.74049251705331,-14235.645086979619
5,,-42884.10999966533,105.0,-12.106821226155157,-42977.003178439176
5,,-320996.1299709293,207.0,-43.33156822269449,-321159.7984027066
5,,-98233.94341940622,173.0,32.703646384941926,-98439.64706579116
5,,-1329784.7025233794,205.0,64.1247487985309,-1330053.827272178
5,,-52462.82512060771,160.0,-50.2448127076465,-52572.58030790006
5,,-372654.73773373093,165.0,-40.988270846336235,-372778.7494628846
5,,-118771.63992107716,159.0,-29.154773892698,-118901.48514718446
5,,-327385.38941329485,115.0,-34.00792588688067,-327466.38148740795
5,,-237476.5209893959,195.0,-65.17742803533137,-237606.34356136058
5,,-2175774.5058794813,204.0,-28.69286308895847,-2175949.8130163923
5,,-28176.385459475427,127.0,-34.59156095276098,-28268.793898522665
5,,-709050.2616412996,501.0,42.07101930153933,-709593.3326606011
5,,-1715331.4895175796,138.0,-49.37337104626836,-1715420.1161465333
5,,-1247836.999348278,191.0,-29.860458258693818,-1247998.1388900192
5,,-3546999.4425251936,196.0,34.47752081001002,-3547229.9200460035
5,,-2936391.2540267855,440.0,13.292918385912637,-2936844.5469451714
5,,-2870328.0163381877,130.0,-21.845410510907595,-2870436.170927677
5,,-334042.24724036147,501.0,-28.943988418855234,-334514.3032519426
6,25,-30737.64405452519,101.0,-21.962241513791174,-30816.681813011397
6,26,-1617523.2965185458,109.0,-25.083795222337347,-1617607.2127233236
6,27,-1405150.9016530735,140.0,-57.947782861689795,-1405232.9538702117
6,28,-101532.34831204238,140.0,-40.390512245540954,-101631.95779979683
6,29,-213649.7139148763,171.0,-44.81708266343755,-213775.89683221286
6,30,-9269.176186704379,128.0,-31.334976214875955,-9365.841210489503
6,31,-228901.81834913298,160.0,45.65037650103547,-229107.468725634
6,32,-73700.45864529336,103.0,-14.662865694982235,-73788.79577959838
6,33,-676190.7407797523,169.0,-43.10888945192535,-676316.6318903003
6,34,-2093056.127491787,176.0,45.956170052705346,-2093278.0836618398
6,35,-218902.87433976,155.0,-54.43532389017019,-219003.4390158698
6,36,-32015.496883928216,165.0,-52.99559759983554,-32127.50128632838
6,37,-1201696.8232080897,120.0,-19.68096243821442,-1201797.1422456515
6,38,-233977.53166888433,392.0,-35.68272619638883,-234333.84894268794
6,39,-188179.93234320747,124.0,-47.14687102674167,-188256.78547218072
6,40,-274766.7154206884,292.0,-70.15075435749651,-274988.5646663309
6,41,-1019887.0556224947,153.0,-21.470452012745604,-1020018.5851704819
6,42,-2050.7716062126347,168.0,-42.70313725623124,-2176.0684689564036
6,43,-3377024.813837936,349.0,125.56752639303134,-3377499.3813643293
6,44,-254906.21893456473,134.0,-47.61242661515295,-254992.6065079496
6,45,-1359171.7201424225,187.0,-31.516658697443688,-1359327.203483725
6,46,-1663408.9508994312,275.0,-55.16050494607413,-1663628.7903944852
6,47,-296695.2451245111,236.0,53.207085719716424,-296984.4522102308
6,48,-661464.5421905052,133.0,-35.06668128670477,-661562.4755092185
6,49,-146332.44293815846,171.0,-54.62144958459938,-146448.82148857386
6,,-77946.90397282805,170.0,-38.30518959212799,-78078.59878323592
6,,-161108.19681566322,132.0,-31.79364196778933,-161208.40317369543
6,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
6,,-80151.57335543129,98.0,-18.50220690574107,-80231.07114852555
6,,-1100168.1620161603,210.0,-26.598534939556576,-1100351.5634812207
6,,-11813.043976995072,268.0,-14.158365848816828,-12066.885611146256
6,,-229732.57783471458,102.0,-26.82728003114752,-229807.75055468344
6,,-1446047.646096724,137.0,-38.76365100937287,-1446145.8824457147
6,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
6,,-124815.01819456858,501.0,0.9315036926322576,-125316.9496982612
6,,-667971.0485839882,110.0,14.28227030391817,-668095.3308542921
6,,120.88113343565576,116.0,25.301087204969253,-20.419953769313505
6,,-1468033.3427524036,190.0,16.81017368860178,-1468240.1529260923
6,,-4036885.639907477,121.0,-37.477378446314724,-4036969.162529031
6,,-156278.63584492693,159.0,-32.59881076189729,-156405.03703416503
6,,-796981.2869677867,140.0,-42.9892584282977,-797078.2977093584
6,,-1060.69031163007,208.0,43.87511528790852,-1312.5654269179786
6,,-100841.1381694618,128.0,26.67145511613159,-100995.80962457793
6,,66.22918017148297,105.0,-22.24904499707036,-16.521774831446674
6,,-217016.82137571622,165.0,-50.311506008974874,-217131.50986970725
6,,-978369.0443891814,205.0,-40.917382015630174,-978533.1270071658
6,,-413335.19093198894,155.0,-20.51520843624891,-413469.6757235527
6,,-561597.5972311615,259.0,-19.230424457766517,-561837.3668067037
6,,-846191.3980992425,172.0,35.63383219279103,-846399.0319314352
6,,-263912.1535883227,104.0,-23.56096830798969,-263992.5926200147
7,25,-159107.1189020328,236.0,-51.96197750501119,-159291.15692452778
7,26,-1771587.996297033,155.0,-34.46262929908636,-1771708.533667734
7,27,-412725.5419697336,116.0,-22.534100123975165,-412819.00786960963
7,28,-458280.3640174258,117.0,-13.002063166114082,-458384.3619542597
7,29,-493785.05302539485,171.0,30.655231533067514,-493986.7082569279
7,30,-702155.1815205255,179.0,-33.78019794179666,-702300.4013225837
7,31,-506948.74104958226,117.0,-32.57614153732089,-507033.1649080449
7,32,-483528.43748384883,170.0,-34.34137424993599,-483664.0961095989
7,33,-1446032.5754026405,137.0,-23.69295692591678,-1446145.8824457147
7,34,-617438.9734443817,242.0,-52.05187068733348,-617628.9215736944
7,35,-261082.23128350396,138.0,25.435165455198227,-261245.66644895915
7,36,-360356.10133641557,142.0,57.251626766795304,-360555.3529631824
7,37,-4955602.694378249,155.0,-68.45373292360145,-4955689.240645326
7,38,-608612.801483775,101.0,-19.78776253396772,-608694.013721241
7,39,-297.8972859993347,186.0,-42.55608644136149,-441.34119955797325
7,40,-2213127.021293895,180.0,-35.661740703551295,-2213271.3595531913
7,41,-8625.714979320008,203.0,47.451007779625364,-8876.165987099634
7,42,-1909699.7341174672,173.0,42.83127854093612,-1909915.565396008
7,43,-79575.97101895236,110.0,-24.448638008059326,-79661.5223809443
7,44,92.23787476287706,117.0,-24.692704711473535,-0.06942052564941241
7,45,-312568.5450545056,183.0,-52.03572223200441,-312699.50933227356
7,46,-454428.14013483503,501.0,-8.676964737514025,-454920.4631700975
7,47,-57087.09280988773,204.0,33.475883735541935,-57324.56869362327
7,48,-34301.767937162345,177.0,-27.253374815804392,-34451.51456234654
7,49,-1227906.8896269181,117.0,-21.556736264578493,-1228002.3328906535
7,,-1471789.652213346,140.0,-34.319350718975606,-1471895.332862627
