generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces
0,0,-10.38737318855081,72.5,-13.167037910217333,-5.874502148640139,-63.84583312969334
0,1,-584.5517138571502,104.0,-19.656442745035875,-11.860351496005944,-657.0349196161084
0,2,-643.1471183879349,65.5,-34.43675991512591,-7.316116270204529,-666.8942422026045
0,3,-130.33319778757078,83.0,21.733778397028537,-8.815008027574919,-226.2519681570244
0,4,13.774840974357744,142.0,22.470176457490872,-15.111707198369553,-135.5836282847636
0,5,-226.4219833139119,78.0,-57.67162753792508,-8.615958274597753,-238.13439750138906
0,6,-351.6367307842357,78.5,-57.18900039829383,-8.730194321316874,-364.217536064625
0,7,-13.354730379125636,78.0,-60.28363997308188,-9.017283084437915,-22.053807321605838
0,8,-40.031237555948394,126.5,-10.93014300915493,-10.234681004348571,-145.3664135424449
0,9,-114.2304256907473,68.5,-45.18441837295895,-7.171294256506375,-130.37471306128197
0,10,-309.02812822142874,81.0,-53.376417546869554,-7.5168961246179125,-329.13481454994127
0,11,-433.5092082492473,75.0,-62.63830118984393,-7.200431531188942,-438.6704755282144
0,12,-494.0656863141552,103.0,-63.75175191800931,-11.008155876297968,-522.3057785198479
0,13,-403.4241804279752,191.0,41.47774261713419,-18.98885121964471,-616.9130718254647
0,14,-319.56727263415826,84.0,-45.771592109627704,-9.639965785974171,-348.15571473855636
0,15,-553.9903068032636,80.0,-31.731194571254633,-7.349109405560246,-594.9100028264487
0,16,-229.30620885967667,70.0,-41.500898404991325,-7.504616415130428,-250.3006940395549
0,17,-63.721400843410095,80.0,-67.41387153662156,-9.660734515884398,-66.64679479090414
0,18,-152.20681213514976,115.5,-31.590091262118776,-10.67262509255817,-225.44409578047282
0,19,-293.6941413960622,102.5,-57.09470608136172,-11.903722596613038,-327.19571271808746
0,20,-245.1945853547839,61.5,-41.92702675797002,-6.162828317189896,-258.604730279624
0,21,-368.00401122940053,72.5,-36.08004239215408,-6.479975270727481,-397.943993566519
0,22,-203.0568755805154,81.0,-54.75032428699513,-8.664192200679354,-220.6423590928409
0,23,-80.29659254607799,86.5,-27.36306747625711,-7.188126954966954,-132.2453981148539
0,24,-16.33713904986308,62.0,-32.762787280690766,-6.2469313611559265,-39.32742040801639
0,25,-21.488749354105245,85.0,-39.3529678030014,-9.130329109125968,-58.00545244197788
0,26,-568.3925343813941,64.5,-51.45357529548463,-6.491372287208245,-574.9475867987012
0,27,-290.20875652259934,64.0,-43.055301613603845,-6.866165326241583,-304.28728958275394
0,28,-106.6253092837125,70.0,-54.82294742530806,-7.132623869622835,-114.6697379887816
0,29,-106.43015461247249,73.0,-40.474035457471814,-6.87652669637954,-132.07959245862114
0,30,22.280687035187157,74.0,46.78906709208686,-6.576101774360333,-91.93227828253937
0,31,-40.79254582770366,73.5,-38.575008886277345,-6.992958430207011,-68.7245785112193
0,32,-3.5318148622582424,58.0,-46.00766828784191,-6.107871371689853,-9.41627520272648
0,33,-138.97989835177412,91.0,-40.50296577062829,-10.306739414101106,-179.17019316704472
0,34,-30.88862593621235,72.0,-26.30525590850499,-6.465011165653108,-70.11835886205425
0,35,-453.80079047907316,82.5,-42.03830481788731,-8.642476521679335,-485.6200091395065
0,36,-161.97262587026603,78.0,-50.9998080684918,-7.563785748112522,-181.40903205366172
0,37,106.00637460487123,95.5,19.948150253949006,-8.468440618367117,-0.9733350307106776
