generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces
0,0,-407.87899249668067,70.0,-35.037078328533696,-6.617184406332831,-436.22472976181416
0,1,-386.52225832265054,98.5,-48.63508592686034,-10.023907141802354,-426.36326525398783
0,2,-106.77421764488219,67.5,-56.19521001897433,-7.847475191557963,-110.23153243434989
0,3,-413.02294436750964,69.5,-68.54393245124724,-7.551993877527689,-406.42701803873473
0,4,-564.5840684268127,83.0,-52.226825227943,-8.943770722572399,-586.4134724762973
0,5,-209.70770050837754,49.0,-40.02890238075924,-4.878804872211258,-213.79999325540703
0,6,-36.892853204206766,79.5,-57.94855519406893,-8.1867091887745,-50.257588821363335
0,7,-444.11593890332017,55.5,-37.34110648850308,-5.1020115896500835,-457.17282082516704
0,8,-82.29905454539275,64.0,-46.35045906106921,-7.151753366050121,-92.79684211827342
0,9,-384.14822430327376,61.5,-33.23158942669214,-6.069783295410697,-406.34685158117094
0,10,-25.896140712529355,59.5,-50.05973482087282,-6.194610797202735,-29.1417950944538
0,11,-502.8254120313832,72.0,-83.194294853779,-8.737049766203407,-482.89406741140084
0,12,-731.0241681301569,68.0,-35.58573570887541,-7.165990366476257,-756.2724420548052
0,13,-853.6031200584318,56.5,-35.46242960832286,-5.280742325792984,-869.359948124316
0,14,-436.91568925299674,89.5,-66.66541090933698,-9.66924563228364,-450.0810327113761
0,15,-689.7280817978411,73.0,32.08226604672438,-6.1588689097327025,-788.6514789348328
0,16,-637.6994655074076,70.5,-59.18412675409888,-7.26710560747584,-641.7482331458328
0,17,-424.478563657446,149.5,9.378882846248791,-15.242435459297619,-568.1150110443972
0,18,-642.6938612090671,206.0,7.37319674356529,-21.376402449414176,-834.6906555032183
0,19,-603.9845002733219,120.0,27.455994822637045,-13.203226539391233,-738.2372685565678
0,20,-136.63133651719912,65.5,-53.20652713284361,-7.467772772603817,-141.45703661175168
0,21,-1417.0462189344737,87.5,-66.45326861658104,-8.845871163257819,-1429.2470791546348
0,22,-833.1731078782052,101.5,-56.76470130307347,-11.614341236009476,-866.2940653391223
0,23,266.94553475419434,250.5,71.86881951174433,-33.66903657350855,-21.754248184041444
0,24,-40.30806416211979,88.0,19.007142296843195,-7.188697887307166,-140.12650857165582
0,25,-524.2448362510818,63.0,-44.367721016842005,-6.29154118951808,-536.5855740447217
0,26,-234.87436958444428,67.0,-49.65071721688738,-6.905695090004681,-245.3179572775522
0,27,-207.07152562736934,59.0,-25.410441899160702,-5.397885883624371,-235.26319784458425
0,28,2.133574486119553,54.5,-19.39400901619928,-5.109892746151564,-27.862523751529604
0,29,-240.42939362548051,67.5,-53.41505965708769,-7.5782649898244605,-246.93606897856836
0,30,-338.512123825114,112.0,-37.53145378854296,-12.201926928236764,-400.77874310833425
0,31,-801.4447194139975,67.5,43.106068222177754,-6.534944528544978,-905.5158431076303
0,32,-397.3377272783397,250.5,-13.516420184761017,-32.851983964377716,-601.4693231292009
0,33,-212.221513682416,133.5,-67.01832334411229,-14.608646046740486,-264.09454429156324
0,34,-422.66407491343233,66.5,-19.43653337267345,-5.8140134393490275,-463.91352810140984
0,35,16.06487953836661,76.0,21.582497626971236,-6.577223222900758,-74.94039486570387
0,36,-81.3244652154656,117.0,-20.304198222730314,-11.385538248089619,-166.63472874464566
0,37,-274.40320000285527,73.5,-13.274656147617472,-6.493620406270467,-328.13492344896736
0,38,-406.45755538397475,84.0,-23.475453098740505,-8.331105350016502,-458.65099693521773
0,39,-493.13630703294126,52.5,-23.459816486328478,-4.465793789200611,-517.7106967574122
0,40,-409.5160595842151,86.0,31.45011821112869,-9.753488454457372,-517.2126893408864
0,41,-68.33492515386557,74.0,-24.05167768215541,-7.715285560245345,-110.5679619114648
