generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces,distance
0,0,-448.79284608685543,106.5,-27.391829062720433,-7.901017024134633,-360.00000000000034,-160.0
0,1,-211.348214315807,134.5,-20.920611454578008,-8.9276028612287,-120.0000000000003,-196.0
0,2,-431.2299217612861,104.0,70.08052379319955,-8.310445554485305,-580.0000000000003,-17.0
0,3,-560.06429121019,75.5,-54.201768329037776,-8.36252288115204,-420.0000000000003,-153.0
0,4,-267.6370999415632,160.0,-24.042399180853508,-11.59470076070931,-120.00000000000034,-272.0
0,5,-606.4523588785016,101.5,34.73912099996939,-9.691479878470597,-640.0000000000003,-93.0
0,6,-159.64038738521776,83.5,-46.806949297082596,-7.333438088134804,-20.000000000000377,-169.0
0,7,-419.102817037366,82.0,35.85808469865767,-7.960901736023434,-460.0000000000002,-69.0
0,8,-354.58950960228776,81.5,-25.587312793314084,-6.502196808973317,-300.00000000000034,-104.0
0,9,-213.45347962618428,75.5,-48.65382557978759,-7.2996540463963715,-80.00000000000033,-153.0
0,10,111.14210569744364,124.0,53.092559928535344,-10.950454231091314,-20.000000000000412,-35.0
0,11,-592.3397896107692,81.0,-47.42996410849753,-8.909825502272012,-459.99999999999966,-157.0
0,12,-567.1052573291599,109.5,-84.77396773392513,-10.831289595234562,-360.0000000000003,-221.0
0,13,-494.9533470870358,121.0,-68.86671011078127,-10.086636976255077,-299.9999999999995,-237.0
0,14,-222.2643918909388,97.5,48.63618838867839,-8.400580279616852,-360.00000000000034,0.0
0,15,-139.89901490141307,82.5,-31.081284104758137,-6.317730796655317,-39.99999999999962,-145.0
0,16,-505.8883614088647,104.5,-11.865209144269903,-7.523152264594488,-440.0000000000003,-151.0
0,17,-696.4373613914704,154.5,-22.624136272574603,-11.313225118895451,-540.0000000000003,-277.0
0,18,-333.7794316775032,96.5,48.1833629938425,-8.462794671346211,-439.99999999999955,-30.0
0,19,-764.7002941188933,80.5,-26.221446808195417,-6.9788473106977325,-680.0000000000002,-132.0
0,20,-801.9147442767422,135.5,-9.342110589180843,-10.072633687561282,-720.0000000000001,-198.0
