generation,specimen_id,total_fitness,alive_bonus,speed
8,,114.51836192599961,168.0,-53.48163807400039
8,,207.84574840343032,182.0,25.845748403430306
8,,90.29239259501048,116.0,-25.70760740498952
8,,151.33874537243258,201.0,-49.66125462756741
8,,476.42029846416864,501.0,-24.57970153583136
8,,384.6771930731831,366.0,18.67719307318308
8,,465.73757310128474,464.0,1.737573101284712
9,25,264.8002598582034,226.0,38.80025985820341
9,26,174.29516945841573,147.0,27.295169458415742
9,27,116.53213187627796,134.0,-17.467868123722035
9,28,399.96526124836527,501.0,-101.03473875163473
9,29,141.48683841781343,189.0,-47.513161582186555
9,30,398.71723617707374,353.0,45.71723617707373
9,31,130.7121096449794,189.0,-58.28789035502061
9,32,458.4683563685213,501.0,-42.531643631478666
9,33,337.9910722580755,326.0,11.991072258075508
9,34,221.0243287524773,268.0,-46.97567124752271
9,35,218.71435607462035,267.0,-48.28564392537965
9,36,181.06146169218906,231.0,-49.93853830781095
9,37,171.17845962020237,195.0,-23.82154037979764
9,38,318.85809537777794,330.0,-11.141904622222047
9,39,189.92124379444977,158.0,31.921243794449754
9,40,287.8466459221888,259.0,28.846645922188838
9,41,525.6531179042215,501.0,24.653117904221542
9,42,86.88341419114207,141.0,-54.116585808857934
9,43,121.50470558336033,179.0,-57.49529441663966
9,44,222.37721519491026,268.0,-45.622784805089736
9,45,121.83189880087603,148.0,-26.168101199123967
