generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces
0,0,-570.6202091914688,172.5,-132.88984840858356,-18.190360782386815,-592.0400000004985
0,1,-53.06230904939517,228.0,-42.93395815769236,-20.808350892017145,-217.31999999968568
0,2,-115.28341672760524,129.5,-102.01029229117253,-12.853124436039339,-129.92000000039337
0,3,-268.62655619808487,244.5,-38.45861758028556,-20.62793861733219,-454.0400000004671
0,4,-90.07552423552572,168.0,-110.30620986343781,-17.109314372421974,-130.65999999966593
0,5,-85.26004384312454,150.5,-128.13625189477602,-14.703791947963586,-92.92000000038493
0,6,-430.89907198680254,176.5,-73.78201705946695,-17.857054927582062,-515.7599999997535
0,7,-33.24702720712486,455.0,4.763676714487003,-43.810703921873575,-449.1999999997383
0,8,77.42793758584253,222.5,-113.64054526216974,-22.01151715234938,-9.419999999638344
0,9,-109.40035804277223,157.5,-131.37824710214235,-18.0221109409669,-117.49999999966298
0,,-33.24702720712486,455.0,4.763676714487003,-43.810703921873575,-449.1999999997383
0,,157.69253624670807,268.0,-26.969874451589774,-23.617589302052355,-59.71999999964983
0,,53.847692207807455,189.0,80.82655271133873,-16.65886050384971,-199.31999999968158
0,,-33.24702720712486,455.0,4.763676714487003,-43.810703921873575,-449.1999999997383
0,,-33.24702720712486,455.0,4.763676714487003,-43.810703921873575,-449.1999999997383
1,5,-767.374729344178,159.5,-143.37556261357906,-15.53916673078809,-767.9599999998109
1,6,-139.5937833578118,170.0,-67.05792788352608,-17.955855474598444,-224.57999999968726
1,7,-404.83523527994925,208.0,53.09087607953097,-17.14611135896889,-648.7800000005113
1,8,-188.47390798417877,227.5,1.9706085405811036,-18.88451652430541,-399.06000000045447
1,9,-36.064474885482966,221.0,-93.34155039201775,-18.70292449379609,-145.01999999966912
1,,179.75290128800302,173.5,72.86567354180688,-15.07277225415595,-51.539999999647904
1,,-36.064474885482966,221.0,-93.34155039201775,-18.70292449379609,-145.01999999966912
1,,-110.26414001792665,227.5,-56.794390716920454,-21.929749300583495,-259.0400000004227
1,,-695.0667797710222,175.0,-71.58257958368566,-18.044200186795337,-780.4400000005412
1,,-102.49039444185811,202.0,41.101266300630705,-15.951660742777698,-329.6399999997111
2,5,-314.5171584498038,197.5,74.03652535110204,-17.173683801140246,-568.8799999997656
2,6,-369.56302806319013,155.5,-104.5840883870608,-13.798939675673124,-406.6800000004562
2,7,-100.07839823715052,157.5,-107.18101985310355,-16.757378384380374,-133.6399999996666
2,8,-106.53756695281072,312.5,47.50260862557603,-32.140175578651814,-434.399999999735
2,9,-214.8014048992294,191.0,-115.41100244326829,-18.090402455535326,-272.30000000042577
2,5,-314.5171584498038,197.5,74.03652535110204,-17.173683801140246,-568.8799999997656
2,6,-369.56302806319013,155.5,-104.5840883870608,-13.798939675673124,-406.6800000004562
2,7,-100.07839823715052,157.5,-107.18101985310355,-16.757378384380374,-133.6399999996666
2,8,-106.53756695281072,312.5,47.50260862557603,-32.140175578651814,-434.399999999735
2,9,-214.8014048992294,191.0,-115.41100244326829,-18.090402455535326,-272.30000000042577
